pdbid,value
2nnq,8.7
5yqo,6.09
2ate,7.07
4blb,5.35
2ltv,5.16
5fl1,8.49
4i11,4.57
4rss,8.77
6cjh,5.42
6qfh,5.86
2vnn,8.7
3mp6,5.96
5j3v,6.98
4btb,5.01
1etz,7.24
5dv4,2.47
5t2m,9.2
3-Oct,8.3
2imd,8.3
5f0h,4.48
5wae,6.8
2yak,8.7
4yv2,7.29
3fej,6.13
5t4h,8.03
6rmf,8.0
5fxq,7.85
1hc9,8.72
2irz,7.92
3r9d,4.15
6hmr,6.83
2xd6,6.19
5ivn,8.85
3az8,6.0
5du8,5.72
5a3q,8.6
2ooz,5.15
5qax,3.8
2gmx,7.11
2vcj,7.68
1a85,4.52
6bny,6.4
6dl9,6.0
1unl,6.7
2aeb,8.3
5o5m,5.23
5k5c,1.62
4fmu,6.44
1iau,7.1
5v5d,5.27
2lsr,5.24
4yyn,3.96
6agt,8.4
2j7w,6.66
3bl2,5.8
4hhy,8.72
2z97,6.0
6nyh,7.68
3wcb,7.74
4j53,8.7
2zu3,6.1
2y4s,6.15
4e1n,7.17
6iyw,7.23
2h1h,4.52
1pzj,3.49
1oxg,10.57
3v04,7.89
4wmy,7.07
3hac,8.17
2aoh,4.44
5bui,7.05
2ax6,7.57
1ih0,5.0
3eq9,7.39
5opv,7.29
2x7x,5.7
2c6k,6.14
3u8m,8.89
1zxc,8.1
4og7,6.94
2nng,5.36
2y06,6.1
1vwf,6.51
6a5e,5.49
5v41,6.15
5yls,5.29
6b5t,8.66
3g6m,1.71
4ye3,8.37
3bc3,6.81
5nqe,6.15
4xjs,7.12
3nsq,5.21
1i7c,6.4
6h13,7.23
3p2h,5.44
2ica,7.7
4qp1,3.61
3h2a,3.96
1dva,8.07
3zjt,5.64
3rjm,6.61
2df6,5.98
6pi7,6.17
5moq,4.68
2hny,5.93
1u9v,8.22
1mcz,3.0
3db6,6.14
6e2m,5.66
3lc3,5.23
1eve,8.24
1mj7,8.35
1auj,8.25
4foc,8.52
4iho,5.1
3bl7,8.4
5n8w,6.33
3lfn,5.5
3dy6,6.9
3wax,7.89
3uqp,7.31
1pun,7.28
6ocz,8.52
6npu,6.4
4bqw,7.48
3r8z,4.31
1vcj,4.59
3g9e,7.72
1hkj,8.59
2ha4,2.7
5idn,8.59
1a4g,8.4
4ehr,7.89
2pt9,4.46
1ny2,2.76
2xba,7.63
2ql7,6.26
6d49,3.93
3tws,5.52
5exx,5.39
3oaw,8.15
5hjc,4.35
3ked,2.44
5hfb,4.57
6mvx,5.14
2c0o,5.91
4qxq,5.7
3avh,3.3
5wg8,5.74
3el8,7.6
2bpx,9.4
4uxl,10.6
6gmx,2.17
4kjv,7.74
4hnp,6.78
2vqj,6.44
6e4w,6.7
2y2p,4.7
5tz3,6.85
4d8a,3.42
3owb,7.72
1lvc,6.0
6oir,7.77
6ic5,8.22
3.00E+90,7.39
6cdg,5.72
2ohr,4.0
5ggz,7.25
4pmt,6.0
5nb7,8.22
3we4,7.82
6hb7,6.83
6rvl,5.94
6h78,7.33
1h1d,8.22
1py5,7.29
2xel,3.9
6f94,7.0
1ule,5.92
3tdc,8.27
3lxl,8.3
2ew6,4.97
3d9l,4.17
5ogl,4.31
6oio,6.54
4o0v,8.48
3wb4,4.44
5usz,6.97
4z9l,8.8
1ym1,6.24
2og8,9.3
6c7e,8.55
3pkc,6.02
5g1p,5.2
6faw,5.57
5ty8,5.46
3gcv,7.13
4bbg,8.32
4rac,7.52
3eig,7.68
1oiq,5.54
3g42,6.85
3up7,8.21
6fv2,4.3
3i6m,6.46
3zki,5.92
3r6t,5.86
4hyf,7.6
5w12,7.28
3kai,5.41
1tyn,9.7
5tbp,5.18
6bl2,7.39
5c7n,6.57
4yat,5.03
2bjm,3.7
5wb3,7.22
4qnu,6.4
3ksq,9.42
2itk,7.69
5o1c,3.95
6pml,3.09
6nze,8.89
5orr,3.77
5yto,4.48
4b78,5.0
3hv3,6.33
4bo7,7.0
4qkx,7.07
6joe,7.04
2p3g,6.9
3ppj,8.7
5kgw,4.79
2g83,5.92
5lxb,9.77
1xp1,9.3
4euc,6.1
2bmz,3.7
1pop,9.0
4at5,7.42
1lf9,12.0
1gqs,6.3
4rcf,8.4
1hqg,3.0
4c1w,9.41
4j8t,6.77
2etr,6.82
2r64,7.52
1o2k,6.92
1xpc,8.77
6hah,4.81
4yhz,7.96
4ark,7.2
4ke1,8.6
3vws,3.65
5c85,3.98
4eev,8.33
4iti,6.36
3o64,9.4
1xos,4.7
4bio,5.12
4ce2,3.84
5cfa,6.54
4hxm,6.1
6fau,5.44
3f35,3.16
2er9,7.4
4p45,7.8
4nj3,6.52
5sxk,4.7
6uim,6.74
3o8h,6.24
5ygd,7.27
4lnf,2.62
4rn2,5.82
3w2s,8.16
3fv7,5.64
2h9t,4.7
4d83,7.26
1zfp,7.59
4ee0,8.63
1him,7.7
1qaq,4.74
2h03,7.05
4wv6,4.98
5c0m,5.85
5hhx,8.21
1dtt,8.3
6j0k,5.64
3ew2,6.67
5lav,6.09
1jws,4.85
5twz,7.87
5k51,4.8
3hqw,7.46
4b6f,3.3
1cwb,7.89
3zim,8.17
2aie,5.66
6eb1,5.33
1qtn,7.3
5lx6,5.72
4amy,10.82
3dxm,6.0
1yc5,3.0
3r02,9.0
6nzp,9.7
3u3f,5.1
3sl5,7.66
4fgt,5.41
5ksu,4.08
1a5h,6.3
5idp,7.35
3tn8,6.13
1mkd,6.8
4io8,6.64
2nqi,6.11
4yll,6.92
4bnu,7.7
6ggv,7.54
3of8,9.22
6oah,5.82
5hh5,6.3
3u15,7.11
1icj,2.22
5t68,7.64
3ex3,4.44
2ama,8.0
2ima,6.52
4qht,4.94
1jtq,8.07
1leg,7.95
4mbi,8.15
2jdh,6.51
2xp8,4.82
2of2,6.68
2h65,8.19
5ne3,7.84
2ay9,2.16
5d10,7.14
4anx,7.74
6i5i,8.05
1lhc,10.4
5d7x,4.82
2rku,8.3
4kbi,7.49
2xg5,4.66
6jno,6.63
5a3r,7.78
1ekb,6.0
6h7d,5.49
6i9a,10.0
4kiq,7.64
5ovg,6.4
3t4n,4.14
2y1w,6.33
1snk,9.6
5ahj,8.23
4qyh,8.89
2qf6,6.49
1jlq,8.15
2ha7,3.36
6oxp,11.0
3jxw,9.0
3hs9,6.31
4qxr,6.0
4yoi,6.48
5cal,7.66
3b28,8.47
3mta,4.3
3bun,6.21
3g3n,6.29
6ckc,8.22
4aa5,7.8
2ael,6.29
3orn,9.62
2dua,4.77
6arv,7.34
6q74,8.2
1pmu,6.23
1mem,7.94
4l7g,4.0
4kio,6.3
6a1c,8.15
2a2g,7.0
5osd,3.21
1i80,6.41
4cgj,2.84
3kac,3.13
4tyo,7.1
4y6r,5.48
3nnx,7.96
6r0k,7.92
3bqn,8.6
5hkb,5.59
5e2v,6.08
3buo,6.06
6ary,7.6
1npv,8.24
2fx9,7.77
2csm,4.3
4dgm,5.92
6mmc,3.61
5y93,5.64
3ovx,7.51
4wz8,7.21
5ni5,8.05
5mmp,7.52
3udv,5.59
4inr,5.59
5u8f,7.96
4kzl,6.15
5zwe,8.96
5edi,9.52
1nlj,9.8
4o7f,4.89
5y0f,6.68
1b42,4.01
2fvc,7.49
1rhk,9.11
6cn6,8.3
1eou,7.44
4hcu,8.0
1g3m,10.0
3mag,4.07
2y7k,4.93
1sqq,7.82
2fxr,7.6
2z4b,9.36
6njj,5.99
5auv,4.51
3omm,7.43
6djc,6.63
4amx,2.19
1uef,5.49
5lxc,7.97
2ym5,6.37
4ciz,7.29
3l7g,3.3
5xst,7.57
3unz,7.8
4ifh,5.21
5ura,6.4
1ws5,3.03
5ual,3.58
6bef,3.98
5unf,9.47
4klb,4.16
6qk8,4.85
4lq9,4.85
6axq,4.0
5mo2,3.84
5qb0,3.8
5c4l,5.64
4z2j,6.43
2yim,3.92
4ke0,7.77
4lys,4.34
4hvd,8.85
5ali,7.07
4a4o,8.05
4gpl,5.89
6bib,5.8
3d5m,8.0
4u0x,6.23
4wr7,11.7
3bh9,6.93
3s9t,6.82
6qw9,6.64
4cc3,4.14
6duh,7.42
1s17,8.3
3g76,6.64
3qcj,6.3
3ig1,6.14
2f01,13.0
6uil,7.1
2p59,7.3
5iv4,5.48
4x1n,6.42
4rg0,7.3
1yk7,7.72
5ar7,6.49
4ohk,8.3
4pl6,3.1
5xqx,6.39
5eld,2.66
3r0y,4.84
2vd1,6.86
2c6o,8.22
5fb7,7.89
5.00E+90,7.85
2i03,9.0
3nif,5.1
4gui,3.64
5ap3,7.03
4efu,6.6
3o6l,7.51
4hcz,4.44
2jld,10.4
3pa3,9.0
1y2h,7.25
5ful,4.74
1bsk,4.12
3lxs,8.1
5ien,6.52
4orx,3.53
6dub,4.74
1r5n,5.42
4kql,8.77
5j74,8.72
3pn3,6.4
4x6k,5.31
2bmc,7.57
2xg3,4.74
4h4m,8.52
1ikw,8.6
5eef,8.32
3d9m,3.48
2cbs,8.22
1r17,6.42
5qav,4.15
4zjw,6.66
6c2t,9.05
3r8i,5.35
1w1d,6.52
2ybs,4.59
5iz6,6.64
3d28,5.85
6b7d,4.28
5uor,8.2
1xuo,7.16
4auy,7.74
3m2u,7.0
6rna,8.3
1dmt,8.7
3cr4,4.28
6fg6,3.4
3snc,4.39
6n3n,8.74
1onh,8.21
4qw1,6.11
4lnw,7.04
6poq,2.57
1azx,9.4
4kn7,7.62
5lsy,6.54
4pr5,5.66
5o0b,4.18
5vsc,6.29
3dst,9.08
3uzc,9.61
4dgb,3.89
4bgx,1.77
2pe2,8.4
1ym4,7.41
4k5l,4.96
1tu6,9.08
6oxq,11.3
2wxm,7.4
4ebv,5.38
1o2x,5.85
2viv,6.28
5myx,8.16
4c1g,5.14
3u7m,7.45
5yie,5.25
2gg9,5.46
2loz,4.06
3gwx,5.4
3rv3,2.0
3drs,9.3
3vw9,7.96
3zc6,9.22
2ycf,10.52
3rxa,2.85
5aqk,3.65
4nan,4.72
6ce2,6.3
3b1u,5.72
4lkl,6.09
4e5i,5.3
4x8t,2.05
5nne,4.71
1o4h,2.44
3dx0,7.44
1i3z,6.88
5xms,8.14
6b1w,7.37
2gg0,5.77
6h41,7.05
3pxe,5.7
5h7g,9.24
4bis,5.85
3lpb,7.38
6hgy,8.52
5lmk,7.43
5ugc,7.89
4u5v,3.05
5c4t,7.66
2qcf,3.49
4af3,7.51
4zh2,5.0
4deg,8.22
4ynd,8.55
4mf1,9.15
2fah,1.3
2byh,6.59
3lbl,7.44
6irt,3.81
5fi6,7.52
2zvj,5.74
3rwq,7.46
6oyh,6.98
5ngs,6.77
4a4c,3.61
3bu6,5.89
3egk,4.66
3bi0,7.85
6jut,8.68
1s5q,5.28
4b60,5.43
3tu9,5.12
6mv3,3.33
6gfx,7.92
4rse,6.4
4i0t,7.59
2p1c,7.68
3kb7,8.15
4wz6,5.6
2cn8,5.46
2z3z,4.31
1ov3,6.72
3nzx,5.17
2vex,6.74
4ega,7.19
2vwz,6.1
5vzy,8.49
3eka,3.0
5kjm,7.19
4ql8,9.15
5b6c,3.66
6mhd,7.29
1xot,5.42
1sri,6.08
2jbl,5.89
4nrl,8.62
6i76,5.07
4mz4,7.89
4psh,8.89
1m5b,8.01
3k3h,7.06
1t49,4.66
5duf,5.74
4e4a,2.05
3eql,5.3
2x81,8.3
4cff,6.4
6me3,9.38
6rr0,7.15
6pm9,8.1
4yc8,7.85
4kmd,5.41
5q0e,9.16
3cfs,5.96
4dpu,7.3
5e2w,7.51
1ft4,6.57
4mny,5.71
3r2a,6.12
6qyk,5.55
5u8a,7.89
5vnd,6.49
4w9s,6.82
6eww,5.05
4jk5,7.55
4pvv,6.48
3hav,3.77
1gny,4.14
5zdf,5.7
4bzn,5.84
1tl1,6.42
6asz,4.72
1h35,7.54
5a0a,7.7
2w54,6.98
4bib,6.6
5aes,2.89
4hiq,8.21
4d1a,4.72
4yt6,7.96
4ym4,4.47
2xk4,4.77
3va4,4.4
3k3j,4.9
5ka3,4.59
3nf3,6.2
2qaf,5.36
5mli,3.9
1tsi,3.48
1cpi,7.41
3u3z,5.36
5icz,5.3
4hlm,6.77
3qk0,8.7
2f0z,4.77
4lwv,8.22
2aqb,3.3
2vcg,5.77
5qaq,3.54
2azm,5.66
4gj9,3.3
3g6z,9.7
1ukt,2.25
2jq9,4.48
4dwb,5.74
3v66,8.89
2pll,8.3
2xyu,5.35
1wbv,3.79
2ovx,8.7
4l3o,6.0
6es0,5.65
1s4d,6.49
1y91,7.23
4eok,5.07
2i5j,6.3
1wbs,6.2
5orx,3.51
5cte,7.8
6e7x,6.76
6pic,3.39
4jbp,7.39
3rsb,6.4
2qn1,4.77
1nnu,6.82
5zeq,8.82
4ere,8.38
4erz,7.06
2qe5,5.79
3ti3,8.74
5w7u,8.05
1o6h,6.73
6m8c,5.66
1njf,6.21
4yk5,7.64
2o9i,7.4
5y6k,6.07
1x9d,3.96
4ju6,6.17
6frf,7.4
6a9c,2.74
5eue,6.77
4mw9,7.02
6gjy,3.0
4mz5,6.1
3mpt,6.6
1jut,7.32
2lsp,3.56
5ewm,7.92
5vrp,8.89
3vbv,5.0
1v2q,4.13
4xkb,6.1
1ow8,5.4
4prh,4.6
3ldw,7.97
3ati,3.73
1g27,8.15
6g1v,7.23
2i0y,7.62
5wtt,6.6
5kjk,7.92
5vil,8.82
4oyb,5.8
3od0,7.92
3uvw,5.17
16pk,5.22
5iql,4.56
1ca8,9.49
3oj8,8.36
1c8v,6.33
4xs2,5.82
6mep,7.35
4l70,5.66
2yol,6.89
2v7d,6.59
1q6t,8.3
1apb,5.82
5iy4,4.81
6gi6,6.71
5qag,3.7
5afx,5.92
4ez5,6.52
1ywh,7.79
2poq,4.42
3ips,7.19
6gch,4.7
1qon,8.96
4owo,4.47
5ehe,8.32
5q0w,7.24
5-May,6.48
4iks,5.14
4o43,4.3
4jvq,6.2
2fl5,8.74
1a1b,6.4
5kzi,10.0
4ie5,4.82
1mwt,1.88
4hy5,8.89
2wxv,8.7
4k43,6.88
5fpp,4.0
4w7p,7.49
1d1p,3.6
1gzv,6.57
3mww,7.24
5zyj,7.21
2w0j,6.62
6b27,5.03
4wpn,6.68
2qcm,3.35
4ikr,6.23
3qbh,6.82
3h0b,5.49
5eie,7.64
3v1r,7.68
1fax,7.39
6qyn,7.62
6p8y,6.2
2w87,4.65
3wq6,4.59
2qbx,5.22
4kom,7.0
4oo9,9.07
3v8s,6.19
5c2e,8.7
5g10,8.01
3k0k,5.43
2or4,5.02
5d1u,5.96
3lhj,9.51
3eml,8.74
3nnv,7.57
3irx,9.0
6e3o,8.7
1k06,5.34
4lwh,7.57
2aq9,7.3
6o3w,5.12
3obq,3.54
5z4h,3.02
5c8k,7.7
2gc8,5.51
3kjq,5.88
1g6r,4.27
5mnh,4.68
4yrs,3.07
5t2y,5.66
2ok1,6.26
6n55,7.87
1hk5,5.24
4f6s,5.49
6pek,6.52
2xj0,2.82
2hk5,7.34
5jmx,5.09
3puj,4.51
3iny,3.66
3vzv,8.04
4lp6,8.27
3jwr,8.07
3hdn,7.2
3gz9,8.4
3gf2,1.7
6i0p,4.4
1tv6,5.4
5nx2,8.49
6ez6,7.4
4jzb,6.47
5u94,7.19
1nhg,7.3
4v11,6.49
6aom,6.2
3fu0,2.28
6eb2,6.32
5ukm,7.52
5ek0,7.68
5gn9,7.05
1btn,4.4
3otx,4.53
4ce3,3.96
3nw5,5.08
5vse,5.97
6huv,5.0
5ar0,6.14
2rc8,6.52
3dog,7.4
6hkm,6.57
6qae,8.52
2qa8,6.0
3nkx,5.12
4xhe,10.3
2rcx,9.0
5qj3,7.62
1i33,4.12
2br6,2.96
2vwx,7.4
2qoa,7.28
1bb0,8.36
5dah,5.3
3phe,7.8
5mym,5.41
4pov,8.28
4pkv,5.25
2h5j,7.91
3msj,3.11
5ukl,6.2
5wyq,4.84
4w7t,6.05
6msa,7.08
2mpa,8.04
2bz5,6.15
4el9,5.36
4zt5,8.0
6r8p,4.48
6hcw,6.89
5sz9,4.42
4aom,7.07
4qjr,7.1
5dxu,8.4
3o9c,12.05
1ym2,8.0
5w6o,6.28
2x2k,6.52
5ubt,8.62
6ajg,5.78
5f39,5.1
5lvx,7.25
1rs2,4.3
2jnw,6.11
3zj8,3.9
6bc9,9.43
4zts,7.6
1tsv,4.8
1lhv,8.91
2ybt,4.7
5ntw,9.22
5d6q,5.24
6en4,8.3
6cyc,7.85
5ypp,4.64
4qwk,6.27
4mi9,3.42
2pnx,5.1
2c6m,6.46
4yps,7.12
1ing,2.0
5q18,7.17
4ac3,3.96
3oc0,6.28
1y57,5.79
5wdc,6.4
4anm,7.55
5kew,6.5
4qr3,5.85
5f02,7.44
4lmu,7.26
5awj,9.68
3v30,3.74
3ccn,6.92
5t52,9.28
6mdq,3.44
4l2g,6.68
1n9m,10.96
5k48,6.6
3itc,1.6
2rg5,8.51
6dzy,5.52
3daj,5.54
2who,7.7
2r9s,6.82
2yhy,5.6
6bvb,6.71
3lrh,7.35
1w70,3.7
5f3z,4.54
1qvu,4.46
2jg8,6.3
4wvu,5.71
4r6t,7.52
6b8j,8.3
4exg,8.07
1inh,2.3
2y1n,4.77
6d8e,6.47
3iw4,8.68
6fi1,2.15
4lbo,5.77
5f32,4.94
3ti5,8.95
4au7,4.76
5waf,9.35
5vp0,9.21
4bqy,5.96
5ee8,6.89
2c4w,4.7
5jhd,4.52
4ijl,3.87
5zxk,5.48
3e7a,10.0
5ah2,10.08
6bh1,7.22
6fcl,4.64
4qw3,6.61
3uf9,2.11
1p6e,2.92
6r0u,4.4
4y8z,10.4
5yjy,6.94
4ppc,9.03
4z0e,5.3
4nk3,6.33
6n96,5.42
1els,10.82
5owf,5.8
4dxg,7.06
4pce,5.15
5h3q,8.22
2it4,1.62
3th0,4.12
6fyp,6.84
1om2,4.7
4gj8,3.3
6h51,6.87
2xm8,6.8
3erd,9.9
3udr,4.96
6imr,5.37
2n1g,5.64
4oti,7.37
5wyr,6.39
4md6,7.77
2r3j,8.0
5xaf,5.77
4m7b,6.7
3bcn,7.12
3bi6,7.82
3ftv,2.93
4jg6,6.44
5tq5,7.23
6cgp,7.12
5ifu,4.47
5g0q,10.0
6dhc,7.96
1owj,7.32
3h59,7.89
2ym8,7.89
2wva,10.7
1mqg,6.28
1iep,7.0
1.00E+00,6.1
1a2c,6.3
3qi1,7.66
4x9w,6.85
3ttj,6.68
5e3d,4.02
5sve,5.74
4y2p,2.66
1xnx,6.38
1tc1,2.7
4csy,3.06
3b9s,5.3
2g63,8.17
3sgx,5.49
2owb,6.36
6dyo,4.49
3wuu,5.14
3qcf,5.6
1h6e,6.15
4oq5,6.3
1i6v,5.0
5lrk,8.82
2y55,3.87
2ay8,2.24
2l11,4.82
5wys,6.7
2vci,7.68
6b0v,3.49
5mae,6.84
4yfi,6.3
3v2o,5.31
3fun,6.72
4mg6,5.62
1oe0,5.16
2i1r,5.01
4r02,7.41
4ce1,4.38
5t6g,5.96
3rpv,7.15
5mob,4.05
1oit,8.52
5a0b,8.3
1a0t,1.3
6cq0,4.46
3ob0,3.0
4b7q,9.74
5f91,5.2
4pda,4.21
3oy3,7.45
5z4o,3.28
3ttn,7.84
1pq3,7.52
5q0d,9.0
5szb,5.11
2btr,7.02
4kip,8.15
4u0b,4.3
9hvp,8.35
2ydv,7.86
5lck,8.1
4ty9,2.05
5y2f,5.15
5k8n,6.32
2j4z,7.19
6bj3,4.77
2azb,7.19
2wi1,2.4
3p9h,5.06
3bmy,7.52
4a2a,4.35
6frj,3.71
5em3,3.7
3g2v,6.52
6ipk,5.17
3pix,7.0
2llo,5.82
2z78,6.12
1h28,6.52
6ps4,9.89
4bid,8.1
1ce5,4.74
6msc,7.68
4anw,7.74
6g97,8.38
6ea2,6.55
4hz5,5.92
2iw9,8.05
6huu,7.46
2ycr,7.16
3dp1,5.0
4aua,5.14
5hg9,7.46
3ui2,6.37
5ntt,5.75
5kdf,3.27
5k0i,8.7
5qab,3.65
1udu,9.05
6peg,5.16
1yyy,5.09
6afd,5.43
6gih,4.36
6ert,5.23
5lqq,7.09
4k8s,7.44
1ag9,9.0
6dgy,11.3
4dcx,4.5
4nxq,4.74
5uac,8.3
6u5m,6.29
1fpi,5.89
3btr,5.3
1x7q,6.73
3q5u,4.31
4og5,6.52
1yy4,8.6
3aig,6.0
4nie,7.7
6duf,8.14
4knb,7.33
4r6v,7.45
5yib,5.48
2zdx,3.19
6jmf,8.59
1t08,5.51
5e5g,3.15
4jr5,8.15
4inu,9.26
6aa5,7.28
4zsh,7.05
2c1a,6.77
4du8,5.37
2xy9,9.19
5akl,7.07
5l17,9.3
5eom,6.39
3g6g,8.55
5am2,5.01
4pjt,9.24
6bxy,8.05
2gni,5.64
2x8e,7.85
1a61,8.62
4bjx,7.66
2vcb,5.26
1tps,8.0
3btj,5.62
3p3j,7.92
4qtd,5.97
3vrt,8.57
6qg4,8.07
3l4t,5.42
4yee,6.49
4msu,5.85
4izm,6.66
6enx,6.08
4ge4,8.11
3i7c,7.74
5wbz,6.41
1g9r,5.7
5x9p,6.89
4yb6,5.32
3k05,4.85
5j9k,5.85
1ctr,6.0
4j1h,6.11
2y77,6.6
5osy,7.37
5ggl,1.78
5ngf,5.11
3oui,4.9
5mon,2.48
4uxb,7.96
4fzg,7.72
6fu5,7.5
4ngs,8.12
1xh6,7.32
4hra,10.1
6en6,7.94
4wag,7.08
3hvg,2.7
2c69,4.59
2jbj,9.7
6nkp,6.52
3vjl,8.25
3sdg,5.55
4j1f,7.92
2qft,5.26
1irs,5.22
5fap,8.0
1xbc,7.92
3twr,5.19
4qq5,6.32
3khj,7.55
3ddb,4.02
4hmk,6.1
6q7v,5.59
2wap,6.64
4j3j,7.51
6djd,2.14
4gs8,7.0
5na0,9.77
4txe,5.62
1zyj,5.82
4gja,5.92
5myl,5.0
4jaz,5.04
5ans,5.69
6oh2,5.2
6uwv,8.0
6gcr,8.33
4mqp,4.98
3fpm,5.05
5fue,6.33
6a6k,7.46
6drg,6.92
4nrb,4.42
4uyh,6.3
5vfd,6.44
3oob,4.67
6bid,5.54
5xkm,7.62
5tyo,8.21
4m5g,5.01
4mm4,6.37
5x9h,3.76
1g50,6.28
5uir,7.14
5nfh,7.74
4hbp,8.42
2w6o,4.22
5aux,5.0
2obo,7.24
6rtn,6.63
4lwc,6.72
5l2m,6.89
1aq7,6.05
5mqt,5.7
4ff8,6.4
5tg5,4.01
1i9o,8.42
4ycl,8.15
3uol,8.51
2np8,7.38
6rj3,6.4
1u3q,8.46
5gn5,6.98
2o5d,5.15
6ufn,5.64
1sm2,8.0
2a3c,4.43
4e5j,4.73
5jga,8.64
4oee,5.76
4j0v,7.55
6awn,9.2
6fi5,5.52
3d2t,7.12
3fdn,7.48
4z8a,4.76
5hog,3.64
6ode,8.1
4dpy,5.37
4ztn,7.72
6saf,6.64
6ej4,6.8
3fea,7.44
4jr3,6.66
3q7j,4.52
4j3i,5.74
5ap6,7.88
2cmb,7.19
4d2d,3.47
4obv,0.75
3k48,6.31
5mw2,8.52
5l7f,9.05
4z1n,8.23
3r5m,4.34
2c68,5.74
6grp,5.48
2z92,9.1
4qz7,5.65
3ara,6.49
6g6y,6.66
3r7n,6.15
4omd,9.01
4uxj,5.42
4djs,7.89
3q6k,8.37
3otf,6.08
3qcq,6.8
5am5,5.74
3jzb,9.01
4g2l,7.49
3eyd,9.7
6hcu,7.82
3v01,7.6
5y0z,6.34
4ith,6.5
4ncg,7.96
2gz7,6.52
3v7t,7.21
6dh3,11.3
1pi5,7.77
2oi9,5.7
5t8j,9.0
6awp,7.16
4ph4,7.74
2g1r,7.7
5nme,7.09
4l33,8.15
2x4r,4.77
3cii,6.1
5mqy,7.11
3eky,9.64
6eox,6.85
4r6e,7.78
1ujj,6.1
5am0,5.88
3dnt,4.74
3wf5,7.09
5wzv,6.68
1cj1,8.8
5jrq,6.77
5mts,7.15
3fue,2.82
4li5,6.26
4uw1,7.72
4x13,3.3
6st3,7.03
4uwk,9.0
3sv7,6.08
2gqn,5.35
6hvt,6.0
4rxa,5.74
3pwh,8.72
3qem,7.22
1py1,4.4
6gxy,5.24
5ypw,4.64
3t03,6.8
2w6m,4.67
4a9c,4.61
4zt4,8.0
1eub,8.72
2fj0,7.66
5e2n,9.54
5mi9,8.35
5w88,4.52
3ds1,5.7
1gt1,6.0
2uvm,7.1
1s50,7.2
4anv,6.36
3nuu,3.77
3hhk,8.22
3mj5,6.49
4jj8,6.14
1utc,4.55
3q0z,7.7
4dk5,8.4
6au2,2.3
4fcd,9.55
2zo3,10.0
6rn7,7.3
5wep,6.36
6o1g,9.0
4a4h,2.77
6o3x,6.25
1bzf,8.3
1okx,6.8
4ah9,2.46
3qd4,8.2
6qdx,4.52
6hle,9.31
5diu,7.37
1qiw,7.74
3pma,5.4
1jik,9.7
4hxz,6.05
5fpu,6.26
4bi1,4.16
3way,7.66
4htx,8.33
5htb,6.77
3ds3,5.22
2xe4,7.16
6me5,8.78
2d1x,5.1
5n55,5.99
1lkx,5.15
4ps1,6.66
5myr,4.66
6hd4,8.64
5tzc,8.1
3kqy,4.82
3rwc,8.12
5w8i,6.82
6ntj,6.47
1vij,9.52
1jvp,5.8
3wkb,4.21
5x5o,8.3
4ngt,8.41
6f6s,2.89
6p3u,7.02
5lm4,3.88
4ryg,8.1
3l1s,8.7
6ft8,7.36
3v49,8.02
1al7,7.8
2qfu,4.18
1tsm,6.0
6qwb,6.04
1klg,7.89
3m93,6.62
6g33,8.15
6hs4,5.51
3v43,4.63
4d2v,7.43
3a4p,7.55
3uw9,4.56
4po0,6.92
3hmv,7.3
6fo9,7.75
6ic7,7.11
6n5c,6.43
2etm,6.67
3g2h,3.82
1u32,7.01
6hmy,7.24
1azg,4.8
4nmr,3.53
4kxl,6.22
3mg7,7.89
3hlo,6.21
4tuh,4.0
3m6q,7.32
4zyx,8.15
5n87,9.25
1q1m,5.16
6i1r,5.84
1cx9,6.75
2ckm,8.82
2bmv,2.0
5he7,8.3
6h4q,5.69
5l4f,5.89
6moa,7.08
3rl7,4.74
5nra,6.91
5tq6,6.91
4jbl,3.27
3kd7,3.7
4hct,7.14
6byz,8.37
2n9x,6.4
3zzh,3.36
3t8s,8.55
3e6v,6.83
3av9,3.36
4dfl,6.17
1h61,4.89
6au9,5.96
1xr8,6.7
2ohs,4.4
6f5h,7.05
4yz9,7.7
2y36,6.42
3chf,5.37
5unj,6.62
4rrs,6.68
4rpv,8.52
3vb4,4.31
3g0f,7.66
5v7t,6.21
4kne,5.9
3pab,4.7
4j86,3.77
1czl,9.15
1cka,5.72
5q15,8.05
4y29,6.25
6h7f,6.12
5mtx,7.75
1jje,8.43
5m4i,7.89
1zz1,6.02
4pyq,5.36
1c3i,5.8
5icp,8.42
1gnj,7.04
2j9a,5.89
4hys,7.26
5zwi,8.64
5hgc,8.66
5tt8,6.5
2a4g,7.18
4od0,9.04
1iyl,9.0
3ncg,6.82
3ipx,6.92
1i00,6.34
4x1q,5.3
1qi0,2.35
1j15,3.84
2yis,8.77
5he3,6.55
6.00E+06,4.26
4rqi,4.91
2er0,6.38
1me4,6.84
2q9m,7.21
5hor,8.22
5w4v,7.15
4bsq,9.15
2lto,3.11
6jib,5.8
5mfs,6.48
5afk,3.88
4lwe,7.15
5jcb,4.21
4k63,4.22
2r6w,9.36
2ivu,6.43
3bze,6.0
4hw7,7.21
2vtq,6.85
3lxg,8.14
5emb,5.2
4k8a,4.02
6ke0,7.55
4amw,1.55
3hs8,5.3
5j19,6.6
5xxk,8.2
5za2,5.77
3fqh,6.24
5iu4,9.28
4hzz,8.08
2q15,7.96
6axk,6.52
3wt7,8.75
5dk4,8.7
2cji,8.22
5h8b,11.31
4mi3,4.12
